organization,top 3 repo,languages,ros_repos,name_parts,total_repos,mean_repo_stars,stars_count,active_repos,mean_half_year_commits,last_commit_days_ago_mean,is_active,num_topics,tag_density,topics_total,parsed_languages,num_languages,description,description_length,has_description,days_since_last_commit,avg_commits_per_month,recent_commit_score,activity_score,description_density,topics_per_language,cluster,company_type
fireflyautomatix,"['nav2-compose', 'gzweb', 'ros-devcontainer-vscode', 'installRealSenseSDK', 'ros2-cyclone-sharedmem-docker-compose']","['JavaScript', 'Shell', 'Batchfile', 'Yacc', 'Raku', 'Python', 'Makefile', 'C++', 'TypeScript', 'C', 'CMake', 'HTML', 'Jupyter Notebook', 'EmberScript', 'Perl', 'Dockerfile', 'CSS']","['ros-devcontainer-vscode', 'ros2-cyclone-sharedmem-docker-compose', 'ros2-adapter', 'ros2_ouster_drivers', 'gazebo_ros_pkgs', 'depthai-ros', 'ouster-ros']","['gzweb', 'ros', 'devcontainer', 'vscode', 'install', 'Real', 'Sense', 'SDK', 'ros2', 'cyclone', 'sharedmem', 'docker', 'compose', 'ros2', 'adapter', 'microstrain', 'inertial', 'mqtt', 'react', 'hooks', 'diagnostics', 'redis', 'plus', 'plus', 'navigation2', 'nav2', 'compose', 'rclcpp', 'ros2', 'ouster', 'drivers', 'rosbag2', 'microstrain', 'inertial', 'driver', 'common', 'gazebo', 'ros', 'pkgs', 'rosdistro', 'ntrip', 'client', 'depthai', 'ros', 'Behavior', 'Tree.', 'CPP', 'perception', 'pcl', 'depthai', 'python', 'rosconsole', 'bridge', 'cyclonedds', 'deb', 'ostree', 'builder', 'influxdb', 'cxx', 'Autoware', 'Auto', 'navigation.ros.org', 'cpr', 'ouster', 'ros']",30.0,0.0333333333333333,1.0,0.0,0.0,977.2,False,0.0,0.0,0.0,"{'Shell', 'JavaScript', 'Dockerfile', 'C++', 'TypeScript', 'C', 'Batchfile', 'Python'}",8.0,"We improve people’s lives by solving problems through creative disciplined engineering, operational excellence, and epic TEAMwork.",130,1,362.0,0.0,0.0027548209366391,0.0,14.444444444444445,0.0,2,niche_tech
FixPosition,"['fixposition_driver', 'fixposition_gnss_tf', 'fixposition-sdk', 'fixposition.github.io', 'fixposition_utility']","['Shell', 'Python', 'Makefile', 'C++', 'Perl', 'CMake', 'C', 'Dockerfile']",[],"['fixposition', 'gnss', 'tf', 'fixposition', 'driver', 'fixposition.github.io', 'fixposition', 'sdk', 'fixposition', 'utility', 'ess', 'imu', 'driver']",6.0,12.5,75.0,6.0,13.0,120.83333333333331,True,0.3333333333333333,0.3333333333333333,2.0,"{'C++', '%', 'Python', 'C'}",4.0,Precise global positioning everywhere � enabling autonomy at scale,66,1,83.0,2.1666666666666665,0.0119047619047619,0.0257936507936507,13.2,0.4,1,stable_growth
fixstars,"['libSGM', 'cuda-bundle-adjustment', 'clpy', 'Halide-elements', 'segmentation-sgm']","['JavaScript', 'Yacc', 'VHDL', 'Makefile', 'SWIG', 'Lex', 'C++', 'CMake', 'HTML', 'Awk', 'Rust', 'CSS', 'Java', 'Objective-C++', 'TeX', 'Jupyter Notebook', 'Verilog', 'Coq', 'Perl', 'Shell', 'Julia', 'Cuda', 'MATLAB', 'Python', 'Perl 6', 'Objective-C', 'Roff', 'Assembly', 'Dockerfile', 'Go', 'Gherkin', 'Tcl', 'C', 'Batchfile', 'SystemVerilog']",[],"['lib', 'SGM', 'm3bp', 'Algebraic', 'Block', 'Multicolor', 'Ordering', 'sc16workshop', 'Halide', 'elements', 'Mpi', 'Benchmark', 'P2', 'P', 'Imagenet', 'Converter', 'For', 'Chainer', 'clpy', 'opencv', 'contrib', 'ultra96', 'design', 'linux', 'v4l2', 'driver', 'linux', 'headers', 'turret', 'segmentation', 'sgm', 'ALUAD', 'cfd', 'symposium', '33', 'xg', 'mac', 'sacana', 'dnn', 'kernel', 'fpga', 'c', 'RTOS', 'cRTOS', 'nuttx', 'cRTOS', 'nuttx', 'apps', 'cRTOS', 'drivers', 'cRTOS', 'loader', 'cRTOS', 'jailhouse', 'binderhub', 'template', 'cuda', 'bundle', 'adjustment', 'ion', 'kit', 'ion', 'go', 'driver', 'ion', 'go']",56.0,27.642857142857142,1548.0,6.0,1.4464285714285714,1407.732142857143,True,0.75,0.75,42.0,"{'JavaScript', 'Go', 'Jupyter Notebook', 'HTML', 'C++', '%', 'C#', 'TypeScript', 'Cuda', 'C', 'Tcl', 'Rust', 'VHDL', 'Python'}",14.0,,0,0,88.0,0.2410714285714285,0.0112359550561797,0.0027086677367576,0.0,2.8,0,archived
fizyr,"['keras-retinanet', 'keras-maskrcnn', 'camera_pose_calibration', 'keras-retinanet-test-data', 'dr_eigen']","['Shell', 'Cuda', 'Python', 'C++', 'Cython', 'CMake']","['ros-pkgbuilds', 'dr_ros']","['dr', 'base', 'modbus', 'cpx', 'fec', 'camera', 'pose', 'calibration', 'dr', 'ensenso', 'archived', 'dr', 'param', 'dr', 'eigen', 'camera_pose_calibration', 'release', 'dr_base', 'release', 'dr', 'rviz', 'plugins', 'yaskawa', 'gp7', 'support', 'yaskawa', 'mh24', 'support', 'dr', 'kdl', 'python', 'aprt', 'keras', 'retinanet', 'keras', 'models', 'dr', 'mnc', 'layers', 'keras', 'retinanet', 'test', 'data', 'ros', 'pkgbuilds', 'yaskawa', 'gp25', 'support', 'keras', 'maskrcnn', 'estd', 'dr', 'marker', 'ca', 'scripts', 'dr', 'msgs', 'dr', 'util', 'dr', 'ros', 'dr', 'log', 'yaskawa', 'ethernet', 'tf', 'retinanet', 'backbones', 'resnet']",38.0,134.07894736842104,5095.0,3.0,0.8157894736842105,1775.1315789473683,False,0.131578947368421,0.131578947368421,5.0,"{'Shell', 'CMake', 'C++', '%', 'Cuda', 'Rust', 'Python'}",7.0,Artificial intelligence for vision guided robotics. We're hiring! https://fizyr.com/careers/,92,1,149.0,0.1359649122807017,0.0066666666666666,0.000906432748538,11.5,0.625,2,niche_tech
Flanders-Make-vzw,"['RAISE_LPBF_Laser_benchmark', 'dds-for-unity', 'sparql-otfc', 'CAD2Render', 'HPC2edge']","['JavaScript', 'PowerShell', 'Makefile', 'HLSL', 'C++', 'CMake', 'HTML', 'CSS', 'Cython', 'Jupyter Notebook', 'Shell', 'Python', 'ASP.NET', 'Dockerfile', 'Tcl', 'TypeScript', 'C#', 'ShaderLab', 'Batchfile']",[],"['.github', 'oase', 'docker', 'images', 'slam', 'docker', 'images', 'dds', 'for', 'unity', 'sparql', 'otfc', 'RAISE', 'LPBF', 'Laser', 'benchmark', 'grafana', 'sparql', 'datasource', 'plm', 'CA', 'D2', 'Render', 'img2img', 'turbo', 'Git', 'Hub', 'Action', 'Cookbook', 'Dev', 'Container', 'Cookbook', 'RETAIN', 'PoseTrack', 'HP', 'C2edge']",12.0,0.75,9.0,5.0,3.8333333333333335,457.6666666666667,False,0.3333333333333333,0.3333333333333333,4.0,"{'JavaScript', 'CSS', '%', 'C#', 'TypeScript', 'Python'}",6.0,,0,0,95.0,0.638888888888889,0.0104166666666666,0.0066550925925925,0.0,0.5714285714285714,0,archived
flexivrobotics,"['flexiv_rdk', 'flexiv_ros2', 'flexiv_ros', 'isaac_sim_ws', 'flexiv_aidk']","['Shell', 'Python', 'C++', 'C', 'CMake', 'HTML']","['flexiv_ros2', 'flexiv_ros']","['flexivrobotics.github.io', 'flexiv', 'rdk', 'primitives', 'flexiv', 'ros2', 'flexiv', 'ros', 'flexiv', 'aidk', 'flexiv', 'tdk', 'flexiv', 'ddk', 'isaac', 'sim', 'ws', 'flexiv', 'rdk', 'csharp']",9.0,13.22222222222222,119.0,6.0,2.4444444444444446,371.55555555555554,False,2.0,2.0,18.0,"{'C++', 'HTML', 'Python'}",3.0,,0,0,115.0,0.4074074074074074,0.0086206896551724,0.0035121328224776,0.0,4.5,0,archived
flytbase,"['flytsamples', 'flytsim-docker', 'flytdocs', 'flytos_tx1', 'apidoc']","['JavaScript', 'PowerShell', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Emacs Lisp', 'Ruby', 'CSS', 'SCSS', 'Java', 'Processing', 'Pascal', 'Perl', 'XSLT', 'Shell', 'Cuda', 'MATLAB', 'OpenEdge ABL', 'Python', 'Perl 6', 'Objective-C', 'GDB', 'Assembly', 'NSIS', 'Scilab', 'PostScript', 'Io', 'TypeScript', 'C', 'C#', 'Batchfile']",[],"['flytdocs', 'flytsamples', 'flyt', 'open', 'tld', '3d', 'apidoc', 'flytos', 'tx1', 'ardupilot', 'wiki', 'flytsim', 'docker', 'Px4', 'Devguide', 'ardupilot', 'P', 'X4', 'Flyt', 'Sim', 'P', 'X4', 'Firmware', 'xbuild', 'demo', 'FlytNow', 'video', 'streamer', 'sample', 'app']",13.0,9.153846153846152,119.0,0.0,0.0,2237.3076923076924,False,1.5384615384615383,1.5384615384615383,20.0,"{'Shell', 'CSS', 'JavaScript', 'C++', 'TypeScript', 'Python'}",6.0,"Repository for FlytBase Drone APIs for Raspberry Pi 3, Intel Edison, Intel Joule, Nvidia TX1, Intel Aero, Qualcomm Snapdragon Flight, Odroid XU4",144,1,502.0,0.0,0.0019880715705765,0.0,20.571428571428573,2.857142857142857,2,niche_tech
FormantIO,"['toolkit', 'ros2-adapter', 'formant', 'formant-ros', 'jetcam']","['JavaScript', 'Makefile', 'Thrift', 'C++', 'CMake', 'HTML', 'Rust', 'Ruby', 'CSS', 'Scala', 'SCSS', 'Java', 'Shell', 'Nearley', 'Python', 'Dockerfile', 'Dart', 'Go', 'Smarty', 'Starlark', 'TypeScript', 'C', 'C#']","['ros_comm', 'formant-ros', 'ros2-adapter']","['python', 'websocket', 'server', 'ros', 'comm', 'universal', 'robot', 'parquet', 'go', 'formant', 'routing', 'controllers', 'badger', 'rules', 'proto', 'kafka', 'connect', 'field', 'and', 'time', 'partitioner', 'webviz', 'genproto', 'go', 'genopenapi', 'genproto', 'homebrew', 'formant', 'formant', 'ros', 'spinnaker', 'sdk', 'camera', 'driver', 'jetcam', 'formant', 'jetbot', 'adapter', 'realtime', 'sdk', 'template', 'realtime', 'sdk', 'guide', 'realtime', 'video', 'demo', 'toolkit', 'ros2', 'adapter', 'formant', 'onvif', 'adapter', 'Rupeek', 'interface', 'ui', 'sdk', 'formant', 'proxy', 'adapter', 'Cradlepoint', 'adapter', 'formant', 'p2p', 'adapter', 'rules', 'pkg']",30.0,1.4333333333333331,43.0,7.0,7.766666666666667,1369.7586206896551,True,0.1333333333333333,0.1333333333333333,4.0,"{'JavaScript', 'Shell', 'Dockerfile', 'Go', 'Starlark', 'Java', 'C++', '%', 'Ruby', 'TypeScript', 'Python'}",11.0,Observability for Robots,24,1,73.0,1.2944444444444445,0.0135135135135135,0.0174924924924924,2.0,0.3333333333333333,2,niche_tech
forssea-robotics,"['nps_uw_multibeam_sonar', 'hydrographic_msgs', 'oculus_sonar', 'tether_manager', 'sbg_ros_driver']","['JavaScript', 'Yacc', 'Makefile', 'C++', 'CMake', 'HTML', 'Ruby', 'NASL', 'CSS', 'Java', 'Cython', 'TeX', 'Perl', 'Batchfile', 'Shell', 'Cuda', 'MATLAB', 'M4', 'Python', 'Roff', 'GDB', 'Dockerfile', 'Go', 'TypeScript', 'C', 'QML', 'Lex']","['sbg_ros_driver', 'ros2_control', 'sbg_ros2_driver', 'sbg_ros2_simu']","['tether', 'manager', 'sbg', 'ros', 'driver', 'serial', 'lcdproc', 'ixblue', 'ins', 'stdbin', 'driver', 'ueye', 'cam', 'drivers', 'ixblue_stdbin_decoder', 'nps', 'uw', 'multibeam', 'sonar', 'velodyne', 'simulator', 'hydrographic', 'msgs', 'rclnodejs', 'moveit2', 'oculus', 'driver', 'oculus', 'sonar', 'rosdep', 'moveit2', 'tutorials', 'gz', 'sim', 'tf2', '2d', 'ros2', 'control', 'sbg', 'ros2', 'driver', 'sbg', 'ros2', 'simu', 'pfSense', 'FreeBSD', 'ports', 'eiquadprog', 'docstrfmt', 'jfrog', 'client', 'go', 'gonetworkmanager', 'openslp', 'vc', 'mipi', 'nvidia', 'generate', 'parameter', 'library', 'geo', 'coordinates', 'parser']",33.0,0.1515151515151515,5.0,3.0,0.9393939393939394,887.969696969697,False,0.2121212121212121,0.2121212121212121,7.0,"{'JavaScript', 'CSS', 'CMake', 'Go', 'C++', '%', 'C', 'Python'}",8.0,FORSSEA designs and manufactures subsea robotics and visual positioning technologies,84,1,126.0,0.1565656565656565,0.0078740157480314,0.0012328004453988,9.333333333333334,0.7777777777777778,2,niche_tech
foxglove,"['create-foxglove-extension', 'extension-registry', 'rosbag', 'rosmsg', 'cdr']","['Shell', 'JavaScript', 'Smarty', 'Nearley', 'Python', 'CSS', 'C++', 'TypeScript', 'CMake', 'HTML', 'EmberScript', 'C#', 'Dockerfile', 'Handlebars', 'Batchfile', 'NSIS']",['ros_foxglove_msgs'],"['rosbag', 'apt.foxglove.dev', 'roslibjs', 'reg', 'suit', 'spectron', 'action', 'gh', 'release', 'chartjs', 'plugin', 'zoom', 'common', 'msgs', 'electron', 'builder', 'urdf', 'loaders', 'electron', 'windows', 'notifications', 'chromedriver', 'ros', 'foxglove', 'msgs', 'rosdistro', 'ros_foxglove_msgs', 'release', 'create', 'foxglove', 'extension', 'eslint', 'plugin', 'studio', 'extension', 'turtlesim', 'extension', 'registry', 'react', 'use', 'rosmsg', 'cdr', 'template', 'typescript', 'just', 'fetch', 'rostime', 'rosmsg2', 'serialization', 'rosmsg', 'serialization', 'rosbag2', 'tsconfig', 'electron', 'socket']",107.0,12.925233644859814,1383.0,39.0,5.224299065420561,569.1775700934579,True,1.3457943925233644,1.3457943925233644,144.0,"{'Smarty', 'JavaScript', 'Shell', 'CMake', 'Go', 'Swift', 'Jupyter Notebook', 'HTML', 'HCL', 'C++', '%', 'Ruby', 'TypeScript', 'Rust', 'Python'}",15.0,Accelerate your robotics development,36,1,81.0,0.8707165109034268,0.0121951219512195,0.0106184940354076,2.25,9.0,3,high_potential
frankaemika,"['franka_ros', 'libfranka', 'franka_ros2', 'the_reference_platform', 'franka_description']","['Shell', 'Python', 'Makefile', 'C++', 'TypeScript', 'C', 'CMake', 'HTML', 'Vim Script', 'Dockerfile', 'CSS']","['franka_ros', 'franka_ros2']","['libfranka', 'common', 'libfranka', 'franka', 'ros', 'docs', 'frankaemika.github.io', 'libfranka', 'release', 'franka_ros', 'release', 'icra18', 'fci', 'tutorial', 'external', 'gripper', 'example', 'ride', 'vscode', 'ride', 'vim', 'ride', 'sublime', 'the', 'reference', 'platform', 'franka', 'ros2', 'franka', 'description']",15.0,58.53333333333333,878.0,5.0,13.066666666666666,862.6666666666666,True,0.1333333333333333,0.1333333333333333,2.0,"{'HTML', 'C++', '%', 'TypeScript', 'Python', 'Vim Script'}",6.0,,0,0,81.0,2.1777777777777776,0.0121951219512195,0.0265582655826558,0.0,0.2857142857142857,1,stable_growth
Fyusion,"['LLFF', 'WMVS', 'PX4-Autopilot']","['Shell', 'Groovy', 'Cuda', 'MATLAB', 'Python', 'Makefile', 'Objective-C', 'C++', 'C', 'CMake', 'EmberScript', 'Perl', 'Jinja', 'GDB', 'Nix', 'GLSL', 'Dockerfile']",[],"['LLFF', 'WMVS', 'PX4', 'Autopilot']",3.0,528.0,1584.0,0.0,0.0,1501.3333333333333,False,1.3333333333333333,1.3333333333333333,4.0,"{'C++', 'Python'}",2.0,,0,0,1422.0,0.0,0.0007027406886858,0.0,0.0,1.3333333333333333,0,archived
gaia-platform,"['rosbag2_snapshot', 'GaiaPlatform', 'KomatsuSimulator', 'danger_zone', 'baggage_advisor_template']","['JavaScript', 'Yacc', 'Makefile', 'HLSL', 'C++', 'CMake', 'HTML', 'Awk', 'NASL', 'CSS', 'Java', 'Jupyter Notebook', 'GLSL', 'Shell', 'M4', 'Python', 'Objective-C', 'Roff', 'GDScript', 'PLSQL', 'Dockerfile', 'Go', 'TypeScript', 'C', 'C#', 'ShaderLab', 'Batchfile']","['livox_ros2_driver', 'raptor-dbw-ros2']","['Gaia', 'Platform', 'gaia', 'docs', 'gaia', 'platform', 'docs.io', 'cpp', 'pub', 'baggage', 'advisor', 'template', 'access', 'control', 'template', 'novatel', 'gps', 'driver', 'sandbox', 'livox', 'ros2', 'driver', 'kvaser', 'interface', 'Komatsu', 'Simulator', 'libexplain', 'rosbag2', 'snapshot', 'danger', 'zone', 'GaiaPlatform', 'VSCode', 'Extension', 'examples', 'staging', 'simulator', 'RO', 'S2', 'LGSVL', 'Control', 'Sensor', 'LGSVL', 'Pylon', 'LGSVL', 'Raptor', 'Sensor', 'LGSVL', 'Vpp', 'Wheel', 'Speed', 'Sensor', 'lgsvl', 'test', 'infra', 'raptor', 'dbw', 'ros2', 'rosbag2', 'examples']",26.0,1.6538461538461535,43.0,0.0,0.0,1237.8846153846157,False,0.0,0.0,0.0,"{'HTML', 'C++', '%', 'C#', 'TypeScript', 'C'}",6.0,,0,0,1048.0,0.0,0.0009532888465204,0.0,0.0,0.0,0,archived
StarskyRobotics,"['bag-database', 'imagezero_transport', 'logitech-g29', 'rqt_common_plugins', 'ros_comm']","['Shell', 'JavaScript', 'Python', 'Makefile', 'C++', 'Objective-C', 'C', 'CMake', 'HTML', 'CSS', 'Java']","['ros_comm', 'joy_feedback_ros', 'ros_type_introspection']","['bag', 'database', 'rqt', 'common', 'plugins', 'ros', 'comm', 'Segmentation', 'joy', 'feedback', 'ros', 'simplemysql', 'pointgrey', 'camera', 'driver', 'ethzasl', 'xsens', 'driver', 'rqt', 'plot', 'rqt', 'robot', 'monitor', 'nmea', 'navsat', 'driver', 'python', 'overpy', 'Eigen', 'luigi', 'rosbridge', 'suite', 'ros', 'type', 'introspection', 'imagezero', 'transport', 'hri', 'safe', 'remote', 'control', 'system', 'curvature', 'FlexCAN', 'Library', 'logitech', 'g29']",21.0,0.1428571428571428,3.0,0.0,0.0,2462.619047619048,False,0.0,0.0,0.0,"{'JavaScript', 'Java', 'C++', 'C', 'Python'}",5.0,,0,0,2061.0,0.0,0.0004849660523763,0.0,0.0,0.0,0,archived
GeneralElectric,"['CalculiX', 'snowizard', 'javascript', 'snowizard-discovery', 'GABeat']","['JavaScript', 'Makefile', 'C++', 'R', 'HTML', 'Fortran', 'Ruby', 'CSS', 'Scala', 'Java', 'SourcePawn', 'Perl', 'XSLT', 'Shell', 'Python', 'Objective-C', 'Assembly', 'Protocol Buffer', 'Go', 'Swift', 'C', 'Batchfile']",[],"['javascript', 'idiomatic', 'css', 'Respond', 'jquery', 'ui', 'touch', 'punch', 'snowizard', 'masonry', 'imagesloaded', 'outlayer', 'get', 'size', 'snowizard', 'discovery', 'angularjs', 'styleguide', 'jsonml', 'generator', 'polymer', 'grunt', 'dep', 'serve', 'iron', 'overlay', 'winchjs', 'ultradns', 'client', 'Calculi', 'X', 'foam', 'extend', 'Nocilla', 'hacker', 'registration', 'Typhoon', 'Cell', 'Distinguisher', 'GA', 'Beat', 'iron', 'form', 'polymer', 'M', 'Hacks2017', 'TrueConnect', 'Link', 'GE', 'Healthcare', 'AW', 'Server', 'Philips', 'Integration', 'dcosb']",30.0,9.766666666666667,293.0,0.0,0.0,3403.633333333333,False,0.2,0.2,6.0,"{'JavaScript', 'Shell', 'Scala', 'Objective-C', 'Go', 'HTML', 'Java', '%', 'Ruby', 'C++', 'C', 'R'}",12.0,,0,0,1823.0,0.0,0.000548245614035,0.0,0.0,0.4615384615384615,0,archived
GeckoRobotics,"['vive_ros2', 'web_video_server', 'rosbridge_suite', 'mender', 'public']","['PowerShell', 'JavaScript', 'Makefile', 'SWIG', 'C++', 'CMake', 'HTML', 'CSS', 'Jupyter Notebook', 'XSLT', 'Shell', 'MATLAB', 'Gnuplot', 'Python', 'Mathematica', 'Dockerfile', 'Go', 'Smarty', 'TypeScript', 'C', 'Batchfile']",['vive_ros2'],"['web', 'video', 'server', 'rosbridge', 'suite', 'vive', 'ros2', 'mender', 'public', 'roslibpy', 'wiznet', 'ioLibrary', 'Driver', 'gecko', 'hackbeanpot', 'gtsam']",9.0,0.1111111111111111,1.0,2.0,12.555555555555555,740.5555555555555,False,0.0,0.0,0.0,"{'Go', 'C++', '%', 'TypeScript', 'C', 'Python'}",6.0,,0,0,94.0,2.092592592592593,0.0105263157894736,0.022027290448343,0.0,0.0,1,stable_growth
gitai,"['OpenVisualCloud-Dockerfiles', 'ros-sharp', 'influxdb-cpp-rest', 'relaxed_ik', 'libseekthermal']","['Shell', 'Cuda', 'M4', 'Python', 'Makefile', 'C++', 'QMake', 'TeX', 'Lua', 'CMake', 'C#', 'C', 'HTML', 'GDB', 'Ruby', 'NASL', 'Dockerfile', 'Batchfile']","['ros-sharp', 'seekthermal_ros', 'rplidar_ros']","['protobuf', 'unity', 'ros', 'sharp', 'seekthermal', 'ros', 'influxdb', 'cpp', 'rest', 'relaxed', 'ik', 'libseekthermal', 'force', 'torque', 'tools', 'rplidar', 'ros', 'flir', 'camera', 'driver', 'OpenVisualCloud', 'Dockerfiles', 'ur', 'modern', 'driver', 'soem', 'robotiq', 'cpp', 'elasticsearch', 'tcgui', 'fecpp', 'glcs', 'wirehair', 'shared', 'autonomy', 'manipulation', 'pointgrey', 'camera', 'driver', 'image', 'pipeline', 'image', 'common', 'build', 'Open', 'CV', 'Xavier', 'build', 'Librealsense2', 'Xavier', 'fiducials', 'handeye', 'calib', 'camodocal', 'Zdepth', 'Nv', 'Pipe', 'moveit', 'catkin', 'grpc']",75.0,0.2133333333333333,16.0,0.0,0.0,1095.4266666666667,False,0.0,0.0,0.0,"{'Shell', 'Dockerfile', 'CMake', 'Jupyter Notebook', 'Makefile', 'C++', 'C#', 'TypeScript', 'C', 'Python'}",10.0,Space robotics company,22,1,272.0,0.0,0.0036630036630036,0.0,2.0,0.0,2,niche_tech
GlidewellDental,['GDResources'],"['PHP', 'JavaScript', 'HTML', 'CSS']",[],"['GD', 'Resources']",1.0,0.0,0.0,0.0,0.0,2779.0,False,0.0,0.0,0.0,{'PHP'},1.0,,0,0,2779.0,0.0,0.0003597122302158,0.0,0.0,0.0,0,archived
gofore,"['aws-training', 'aws-clean', 'angular-basic-training', 'docker-examples', 'planmill-timereport-cli']","['JavaScript', 'Shell', 'Batchfile', 'Smarty', 'Python', 'Makefile', 'Vue', 'TypeScript', 'TSQL', 'HTML', 'Clojure', 'CSS', 'Go', 'Java']",[],"['aws', 'training', 'aws', 'emr', 'gofurl', 'ui', 'kapa', 'xroad', 'presentation', 'angular', 'basic', 'training', 'todo', 'backend', 'grafana', 'sarjalipputasku', 'planmill', 'timereport', 'cli', 'aws', 'clean', 'docker', 'examples', 'angular', 'advanced', 'training', 'slackingbot', 'angular', 'github', 'search', 'react', 'loadable', 'serverless', 'tgbot', 'workshop', 'hki', 'robocode', 'angular', 'skeleton', 'prh', 'yritykset', 'event', 'bot', 'mobile', 'assignment', 'scheduler', 'polyjuicer', 'blogpost']",22.0,7.0,154.0,0.0,0.0,2498.681818181818,False,0.4090909090909091,0.4090909090909091,9.0,"{'Clojure', 'JavaScript', 'Go', 'HTML', 'Java', '%', 'TypeScript', 'Python'}",8.0,Awesome time ahead,18,1,1695.0,0.0,0.0005896226415094,0.0,2.0,1.0,0,archived
Greenroom-Robotics,"['ros-typescript-generator', 'enc-mapbox-converter', 'bosonpy', 'nmea-simple', 'GSW-node']","['Shell', 'JavaScript', 'AppleScript', 'Python', 'OCaml', 'Makefile', 'C++', 'TypeScript', 'C', 'Perl', 'HTML', 'TeX', 'CMake', 'GLSL', 'Dockerfile', 'CSS']","['ros-typescript-generator', 'moos-ros-bridge', 'ros2_socketcan']","['ffmpeg', 'jetson', 'flash', 'server', 'create', 'react', 'app', 'cvat', 'annotations', 'flirpy', 'bosonpy', 'jetson', 'containers', 'pyblaze', 'pycave', 'cameratransform', 'node', 'mavlink', 'SMAC', 'M', 'tippecanoe', 'enc', 'mapbox', 'converter', 'vrx', 'vorc', 'roslibjs', 'ros', 'typescript', 'generator', 'moos', 'ros', 'bridge', 'Definitely', 'Typed', 'docsify', 'cli', 'extended', 'nmea', 'nmea', 'simple', 'signalk', 'to', 'influxdb', 'nmea0183', 'signalk', 'specification', 'ros2', 'socketcan', 'three', 'globe', 'GSW', 'node']",104.0,0.75,78.0,9.0,1.6153846153846154,978.0480769230768,True,0.3076923076923077,0.3076923076923077,32.0,"{'JavaScript', 'Shell', 'Dockerfile', 'CMake', 'Nix', 'Go', '%', 'C++', 'TypeScript', 'C', 'Mustache', 'Python'}",12.0,Software for robots. Robots for good.,37,1,80.0,0.2692307692307692,0.0123456790123456,0.0033238366571699,2.8461538461538463,2.4615384615384617,2,niche_tech
Greenzie,"['boustrophedon_planner', 'robot_localization', 'emuccan-b202', 'reach_rs_ros_driver', 'realsense-ros']","['Shell', 'Python', 'Makefile', 'C++', 'TypeScript', 'C', 'CMake', 'EmberScript', 'C#', 'Dockerfile', 'Batchfile']","['reach_rs_ros_driver', 'realsense-ros', 'livox_ros_driver', 'mpc_ros', 'gazebo_ros_pkgs', 'depthai-ros', 'ros_canopen']","['teleop', 'twist', 'keyboard', 'robot', 'localization', 'boustrophedon', 'planner', 'reach', 'rs', 'ros', 'driver', 'realsense', 'ros', 'um7', 'vectornav', 'phidgets', 'drivers', 'emuccan', 'b202', 'hri', 'safe', 'remote', 'control', 'system', 'livox', 'ros', 'driver', 'Livox', 'SDK', 'ublox', 'mpc', 'ros', 'yujin', 'ocs', 'septentrio', 'gnss', 'driver', 'ouster', 'example', 'gazebo', 'ros', 'pkgs', 'hector', 'gazebo', 'realsense', 'gazebo', 'plugin', 'fixposition', 'driver', 'fixposition', 'gnss', 'tf', 'astar', 'algorithm', 'cpp', 'ntrip', 'client', 'depthai', 'ros', 'foxglove', 'depthai', 'spatial', 'detection', 'converter', 'ros', 'canopen', 'LW20', 'Api', 'elevation', 'mapping']",29.0,10.551724137931034,306.0,2.0,0.7241379310344828,884.7586206896551,True,0.0,0.0,0.0,"{'C++', 'TypeScript', 'Python', 'C'}",4.0,Software for Outdoor Robotics 🤖 -- Greenzie’s mission is to free humans from manual labor.,90,1,83.0,0.1206896551724138,0.0119047619047619,0.0014367816091954,18.0,0.0,2,niche_tech
greyorange,"['mnesia_migrate', 'erlcron', 'katja', 'erlang.mk', 'boss_db']","['JavaScript', 'PowerShell', 'Makefile', 'C++', 'HTML', 'Ruby', 'CSS', 'Java', 'DTrace', 'Clean', 'Perl', 'XSLT', 'SmPL', 'Batchfile', 'sed', 'Shell', 'M4', 'Python', 'Objective-C', 'Roff', 'TLA', 'Assembly', 'PHP', 'Dockerfile', 'Erlang', 'NSIS', 'DIGITAL Command Language', 'Elixir', 'C', 'Emacs Lisp']",[],"['mnesia', 'migrate', 'erlcron', 'katja', 'erlang.mk', 'boss', 'db', 'relx', 'raven', 'erlang', 'elixir.mk', 'dialyxir', 'cowboy', 'trails', 'healthmon', 'cowboy', 'swagger', 'supervisor3', 'ets', 'cache', 'erldash', 'prometheus.erl', 'prometheus', 'cowboy', 'lager', 'cowboy', 'erlang', 'influxdb', 'opentelemetry', 'zipkin', 'rebar3', 'boss', 'db', 'erlando', 'rebar3', 'erl', 'migrate', 'otp', 'opentelemetry', 'erlang', 'go', 'cowboy', 'swagger', 'covertool', 'poolboy']",30.0,0.2,6.0,0.0,0.0,1758.4,False,0.0,0.0,0.0,"{'Erlang', 'Elixir', 'JavaScript', 'Makefile'}",4.0,Disrupting and redefining fulfillment,37,1,531.0,0.0,0.0018796992481203,0.0,7.4,0.0,2,niche_tech
